symbol,strike,co_b,co_s,po_b,po_s,fut_b,fut_s
MPHASIS,2700.0,1.0,0.0,0.0,0.0,0.0,0.0
MUTHOOTFIN,0.0,0.0,0.0,0.0,0.0,19.0,1.0
MUTHOOTFIN,2500.0,0.0,0.0,0.0,1.0,0.0,0.0
MUTHOOTFIN,2700.0,0.0,0.0,0.0,1.0,0.0,0.0
MUTHOOTFIN,2750.0,0.0,0.0,0.0,1.0,0.0,0.0
MUTHOOTFIN,2850.0,0.0,0.0,1.0,1.0,0.0,0.0
MUTHOOTFIN,2900.0,0.0,0.0,1.0,2.0,0.0,0.0
MUTHOOTFIN,3000.0,2.0,0.0,0.0,0.0,0.0,0.0
MUTHOOTFIN,3100.0,0.0,0.0,0.0,1.0,0.0,0.0
MUTHOOTFIN,3200.0,3.0,0.0,0.0,0.0,0.0,0.0
MUTHOOTFIN,3250.0,1.0,0.0,0.0,0.0,0.0,0.0
MUTHOOTFIN,3300.0,1.0,0.0,0.0,0.0,0.0,0.0
MUTHOOTFIN,3400.0,1.0,0.0,0.0,0.0,0.0,0.0
MUTHOOTFIN,3500.0,1.0,1.0,0.0,0.0,0.0,0.0
NAM-INDIA,0.0,0.0,0.0,0.0,0.0,1.0,1.0
NAM-INDIA,1160.0,0.0,1.0,0.0,0.0,0.0,0.0
NAM-INDIA,1200.0,0.0,1.0,0.0,0.0,0.0,0.0
NAM-INDIA,1240.0,0.0,2.0,0.0,2.0,0.0,0.0
NAM-INDIA,1300.0,1.0,0.0,0.0,0.0,0.0,0.0
NATIONALUM,0.0,0.0,0.0,0.0,0.0,29.0,4.0
NATIONALUM,350.0,0.0,0.0,2.0,0.0,0.0,0.0
NATIONALUM,370.0,3.0,0.0,0.0,1.0,0.0,0.0
NATIONALUM,380.0,0.0,2.0,0.0,1.0,0.0,0.0
NATIONALUM,390.0,0.0,3.0,0.0,0.0,0.0,0.0
NATIONALUM,400.0,5.0,3.0,0.0,2.0,0.0,0.0
NATIONALUM,410.0,2.0,3.0,0.0,0.0,0.0,0.0
NATIONALUM,420.0,1.0,0.0,0.0,0.0,0.0,0.0
NATIONALUM,430.0,1.0,0.0,0.0,0.0,0.0,0.0
NATIONALUM,440.0,2.0,0.0,0.0,0.0,0.0,0.0
NATIONALUM,460.0,1.0,0.0,0.0,0.0,0.0,0.0
NAUKRI,0.0,0.0,0.0,0.0,0.0,3.0,1.0
NAUKRI,1220.0,0.0,0.0,1.0,0.0,0.0,0.0
NAUKRI,1300.0,0.0,1.0,0.0,0.0,0.0,0.0
NAUKRI,1320.0,0.0,0.0,1.0,1.0,0.0,0.0
NAUKRI,1340.0,2.0,0.0,0.0,0.0,0.0,0.0
NAUKRI,1400.0,4.0,0.0,0.0,0.0,0.0,0.0
NAUKRI,1440.0,1.0,0.0,0.0,0.0,0.0,0.0
NAUKRI,1460.0,2.0,0.0,0.0,0.0,0.0,0.0
NAUKRI,1480.0,1.0,0.0,0.0,0.0,0.0,0.0
NAUKRI,1500.0,1.0,0.0,0.0,0.0,0.0,0.0
NBCC,0.0,0.0,0.0,0.0,0.0,25.0,0.0
NBCC,85.0,0.0,0.0,1.0,1.0,0.0,0.0
NBCC,87.5,1.0,1.0,0.0,0.0,0.0,0.0
NBCC,90.0,3.0,4.0,0.0,0.0,0.0,0.0
NBCC,92.5,1.0,0.0,0.0,0.0,0.0,0.0
NBCC,95.0,1.0,0.0,0.0,0.0,0.0,0.0
NBCC,97.5,1.0,0.0,0.0,0.0,0.0,0.0
NBCC,100.0,0.0,0.0,0.0,1.0,0.0,0.0
NBCC,110.0,0.0,0.0,0.0,1.0,0.0,0.0
NESTLEIND,0.0,0.0,0.0,0.0,0.0,8.0,1.0
NESTLEIND,1380.0,0.0,0.0,0.0,1.0,0.0,0.0
NESTLEIND,1400.0,1.0,0.0,0.0,1.0,0.0,0.0
NESTLEIND,1410.0,0.0,1.0,0.0,0.0,0.0,0.0
NESTLEIND,1420.0,1.0,0.0,0.0,0.0,0.0,0.0
NESTLEIND,1440.0,0.0,1.0,0.0,0.0,0.0,0.0
NESTLEIND,1450.0,0.0,0.0,0.0,1.0,0.0,0.0
NESTLEIND,1480.0,1.0,0.0,0.0,0.0,0.0,0.0
NESTLEIND,1500.0,1.0,0.0,0.0,0.0,0.0,0.0
NHPC,0.0,0.0,0.0,0.0,0.0,16.0,0.0
NHPC,71.0,0.0,0.0,1.0,0.0,0.0,0.0
NHPC,75.0,0.0,0.0,0.0,1.0,0.0,0.0
NHPC,76.0,2.0,1.0,0.0,0.0,0.0,0.0
NHPC,77.0,1.0,2.0,0.0,0.0,0.0,0.0
NHPC,78.0,2.0,1.0,0.0,0.0,0.0,0.0
NHPC,80.0,3.0,2.0,0.0,1.0,0.0,0.0
NHPC,90.0,0.0,0.0,0.0,1.0,0.0,0.0
NIFTY,0.0,0.0,0.0,0.0,0.0,274.0,21.0
NIFTY,15000.0,0.0,0.0,1.0,0.0,0.0,0.0
NIFTY,16500.0,0.0,0.0,2.0,0.0,0.0,0.0
NIFTY,19500.0,0.0,0.0,4.0,0.0,0.0,0.0
NIFTY,20000.0,0.0,3.0,1.0,0.0,0.0,0.0
NIFTY,21000.0,0.0,13.0,5.0,4.0,0.0,0.0
NIFTY,21600.0,0.0,0.0,1.0,1.0,0.0,0.0
NIFTY,21800.0,0.0,0.0,1.0,0.0,0.0,0.0
NIFTY,22000.0,4.0,14.0,8.0,5.0,0.0,0.0
NIFTY,22400.0,0.0,0.0,1.0,0.0,0.0,0.0
NIFTY,22500.0,0.0,7.0,68.0,9.0,0.0,0.0
NIFTY,22600.0,0.0,0.0,0.0,2.0,0.0,0.0
NIFTY,22650.0,0.0,0.0,0.0,1.0,0.0,0.0
NIFTY,22700.0,0.0,0.0,2.0,5.0,0.0,0.0
NIFTY,22750.0,0.0,0.0,1.0,1.0,0.0,0.0
NIFTY,22800.0,0.0,0.0,100.0,5.0,0.0,0.0
NIFTY,22900.0,0.0,0.0,0.0,3.0,0.0,0.0
NIFTY,23000.0,2.0,7.0,60.0,26.0,0.0,0.0
NIFTY,23050.0,0.0,0.0,2.0,0.0,0.0,0.0
NIFTY,23100.0,0.0,0.0,5.0,32.0,0.0,0.0
NIFTY,23150.0,0.0,0.0,4.0,6.0,0.0,0.0
NIFTY,23200.0,0.0,1.0,16.0,34.0,0.0,0.0
NIFTY,23250.0,0.0,0.0,5.0,2.0,0.0,0.0
NIFTY,23300.0,0.0,1.0,11.0,14.0,0.0,0.0
NIFTY,23350.0,0.0,0.0,4.0,5.0,0.0,0.0
NIFTY,23400.0,0.0,0.0,6.0,36.0,0.0,0.0
NIFTY,23450.0,0.0,0.0,27.0,5.0,0.0,0.0
NIFTY,23500.0,23.0,5.0,45.0,52.0,0.0,0.0
NIFTY,23550.0,0.0,0.0,6.0,6.0,0.0,0.0
NIFTY,23600.0,1.0,2.0,21.0,17.0,0.0,0.0
NIFTY,23650.0,4.0,0.0,13.0,7.0,0.0,0.0
NIFTY,23700.0,12.0,4.0,20.0,28.0,0.0,0.0
NIFTY,23750.0,13.0,3.0,22.0,18.0,0.0,0.0
NIFTY,23800.0,78.0,126.0,58.0,57.0,0.0,0.0
NIFTY,23850.0,54.0,167.0,20.0,30.0,0.0,0.0
NIFTY,23900.0,157.0,65.0,27.0,55.0,0.0,0.0
NIFTY,23950.0,45.0,148.0,12.0,26.0,0.0,0.0
NIFTY,24000.0,176.0,121.0,52.0,256.0,0.0,0.0
NIFTY,24050.0,44.0,14.0,4.0,3.0,0.0,0.0
NIFTY,24100.0,70.0,45.0,6.0,44.0,0.0,0.0
NIFTY,24150.0,25.0,6.0,1.0,9.0,0.0,0.0
NIFTY,24200.0,90.0,56.0,4.0,55.0,0.0,0.0
NIFTY,24250.0,12.0,19.0,0.0,3.0,0.0,0.0
NIFTY,24300.0,88.0,68.0,2.0,32.0,0.0,0.0
NIFTY,24350.0,11.0,32.0,0.0,2.0,0.0,0.0
NIFTY,24400.0,25.0,45.0,0.0,22.0,0.0,0.0
NIFTY,24450.0,3.0,30.0,0.0,1.0,0.0,0.0
NIFTY,24500.0,55.0,64.0,4.0,39.0,0.0,0.0
NIFTY,24550.0,5.0,31.0,0.0,1.0,0.0,0.0
NIFTY,24600.0,12.0,56.0,0.0,13.0,0.0,0.0
NIFTY,24650.0,2.0,3.0,0.0,1.0,0.0,0.0
NIFTY,24700.0,14.0,21.0,0.0,5.0,0.0,0.0
NIFTY,24750.0,3.0,2.0,0.0,1.0,0.0,0.0
NIFTY,24800.0,10.0,13.0,0.0,8.0,0.0,0.0
NIFTY,24850.0,0.0,2.0,0.0,0.0,0.0,0.0
NIFTY,24900.0,4.0,6.0,0.0,2.0,0.0,0.0
NIFTY,24950.0,2.0,4.0,0.0,1.0,0.0,0.0
NIFTY,25000.0,142.0,35.0,10.0,25.0,0.0,0.0
NIFTY,25050.0,1.0,1.0,0.0,1.0,0.0,0.0
NIFTY,25100.0,8.0,7.0,0.0,4.0,0.0,0.0
NIFTY,25150.0,0.0,2.0,0.0,0.0,0.0,0.0
NIFTY,25200.0,0.0,5.0,0.0,0.0,0.0,0.0
NIFTY,25250.0,2.0,2.0,0.0,0.0,0.0,0.0
NIFTY,25300.0,0.0,4.0,0.0,2.0,0.0,0.0
NIFTY,25350.0,1.0,3.0,0.0,1.0,0.0,0.0
NIFTY,25400.0,1.0,5.0,0.0,1.0,0.0,0.0
NIFTY,25500.0,62.0,12.0,0.0,19.0,0.0,0.0
NIFTY,25550.0,0.0,2.0,0.0,0.0,0.0,0.0
NIFTY,25600.0,2.0,1.0,0.0,0.0,0.0,0.0
NIFTY,25700.0,0.0,2.0,0.0,0.0,0.0,0.0
NIFTY,25800.0,4.0,1.0,0.0,1.0,0.0,0.0
NIFTY,26000.0,35.0,13.0,3.0,27.0,0.0,0.0
NIFTY,26200.0,0.0,0.0,0.0,2.0,0.0,0.0
NIFTY,26300.0,0.0,0.0,0.0,3.0,0.0,0.0
NIFTY,26500.0,5.0,2.0,0.0,5.0,0.0,0.0
NIFTY,27000.0,6.0,5.0,0.0,13.0,0.0,0.0
NIFTY,28000.0,2.0,0.0,0.0,3.0,0.0,0.0
NIFTY,28500.0,2.0,0.0,0.0,6.0,0.0,0.0
NIFTY,30000.0,4.0,0.0,0.0,4.0,0.0,0.0
NIFTY,31000.0,1.0,0.0,0.0,0.0,0.0,0.0
NIFTYNXT50,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NMDC,0.0,0.0,0.0,0.0,0.0,39.0,3.0
NMDC,75.0,0.0,0.0,1.0,0.0,0.0,0.0
NMDC,78.0,0.0,0.0,0.0,2.0,0.0,0.0
NMDC,80.0,0.0,0.0,2.0,0.0,0.0,0.0
NMDC,82.0,0.0,0.0,0.0,1.0,0.0,0.0
NMDC,84.0,0.0,0.0,2.0,0.0,0.0,0.0
NMDC,85.0,5.0,0.0,2.0,1.0,0.0,0.0
NMDC,86.0,4.0,1.0,1.0,0.0,0.0,0.0
NMDC,87.0,2.0,0.0,0.0,0.0,0.0,0.0
NMDC,88.0,11.0,1.0,0.0,0.0,0.0,0.0
NMDC,89.0,2.0,0.0,0.0,0.0,0.0,0.0
NMDC,90.0,8.0,0.0,0.0,0.0,0.0,0.0
NMDC,91.0,1.0,0.0,0.0,0.0,0.0,0.0
NMDC,92.0,3.0,0.0,0.0,0.0,0.0,0.0
NMDC,95.0,4.0,0.0,0.0,0.0,0.0,0.0
NMDC,96.0,0.0,1.0,0.0,0.0,0.0,0.0
NMDC,100.0,2.0,1.0,0.0,0.0,0.0,0.0
NTPC,0.0,0.0,0.0,0.0,0.0,43.0,1.0
NTPC,310.0,0.0,0.0,1.0,0.0,0.0,0.0
NTPC,320.0,0.0,0.0,2.0,1.0,0.0,0.0
NTPC,330.0,9.0,1.0,1.0,4.0,0.0,0.0
NTPC,335.0,4.0,1.0,0.0,1.0,0.0,0.0
NTPC,340.0,2.0,14.0,0.0,2.0,0.0,0.0
NTPC,345.0,13.0,0.0,0.0,1.0,0.0,0.0
NTPC,350.0,6.0,0.0,0.0,1.0,0.0,0.0
NTPC,355.0,1.0,1.0,0.0,0.0,0.0,0.0
NTPC,360.0,6.0,1.0,0.0,1.0,0.0,0.0
NTPC,365.0,1.0,0.0,0.0,0.0,0.0,0.0
NYKAA,0.0,0.0,0.0,0.0,0.0,10.0,1.0
NYKAA,320.0,0.0,0.0,1.0,0.0,0.0,0.0
NYKAA,325.0,0.0,0.0,0.0,1.0,0.0,0.0
NYKAA,340.0,1.0,0.0,0.0,0.0,0.0,0.0
NYKAA,345.0,1.0,0.0,0.0,0.0,0.0,0.0
OBEROIRLTY,0.0,0.0,0.0,0.0,0.0,14.0,1.0
OBEROIRLTY,1800.0,0.0,1.0,0.0,0.0,0.0,0.0
OBEROIRLTY,1860.0,0.0,0.0,0.0,1.0,0.0,0.0
OBEROIRLTY,1900.0,4.0,0.0,0.0,0.0,0.0,0.0
OBEROIRLTY,1920.0,2.0,0.0,0.0,0.0,0.0,0.0
OBEROIRLTY,1940.0,2.0,0.0,0.0,0.0,0.0,0.0
OBEROIRLTY,2000.0,3.0,0.0,0.0,0.0,0.0,0.0
OBEROIRLTY,2100.0,1.0,0.0,0.0,0.0,0.0,0.0
OBEROIRLTY,2140.0,0.0,1.0,0.0,0.0,0.0,0.0
OFSS,0.0,0.0,0.0,0.0,0.0,17.0,2.0
OFSS,11200.0,0.0,0.0,0.0,1.0,0.0,0.0
OFSS,11300.0,0.0,0.0,0.0,1.0,0.0,0.0
OFSS,11500.0,0.0,0.0,0.0,1.0,0.0,0.0
OFSS,11700.0,1.0,0.0,0.0,0.0,0.0,0.0
OFSS,11900.0,2.0,0.0,0.0,0.0,0.0,0.0
OFSS,12000.0,4.0,1.0,1.0,0.0,0.0,0.0
OFSS,12100.0,0.0,9.0,0.0,0.0,0.0,0.0
OFSS,12200.0,2.0,0.0,0.0,0.0,0.0,0.0
OFSS,12400.0,1.0,0.0,0.0,0.0,0.0,0.0
OFSS,12500.0,2.0,1.0,0.0,0.0,0.0,0.0
OFSS,13000.0,2.0,0.0,0.0,0.0,0.0,0.0
OFSS,13200.0,1.0,1.0,0.0,0.0,0.0,0.0
OFSS,13400.0,0.0,1.0,0.0,0.0,0.0,0.0
OFSS,13600.0,0.0,1.0,0.0,0.0,0.0,0.0
OIL,0.0,0.0,0.0,0.0,0.0,2.0,0.0
OIL,410.0,0.0,0.0,0.0,1.0,0.0,0.0
OIL,460.0,0.0,1.0,0.0,0.0,0.0,0.0
OIL,480.0,0.0,0.0,1.0,0.0,0.0,0.0
OIL,500.0,0.0,0.0,0.0,1.0,0.0,0.0
OIL,520.0,1.0,1.0,0.0,0.0,0.0,0.0
ONGC,0.0,0.0,0.0,0.0,0.0,20.0,1.0
ONGC,220.0,0.0,0.0,0.0,1.0,0.0,0.0
ONGC,227.5,0.0,0.0,0.0,2.0,0.0,0.0
ONGC,230.0,0.0,0.0,2.0,3.0,0.0,0.0
ONGC,232.5,1.0,0.0,1.0,1.0,0.0,0.0
ONGC,235.0,4.0,4.0,0.0,4.0,0.0,0.0
ONGC,237.5,1.0,0.0,0.0,0.0,0.0,0.0
ONGC,240.0,8.0,3.0,0.0,2.0,0.0,0.0
ONGC,242.5,1.0,0.0,0.0,0.0,0.0,0.0
ONGC,245.0,2.0,1.0,0.0,1.0,0.0,0.0
ONGC,250.0,3.0,1.0,0.0,1.0,0.0,0.0
PAGEIND,0.0,0.0,0.0,0.0,0.0,14.0,0.0
PAGEIND,34500.0,0.0,0.0,0.0,1.0,0.0,0.0
PAGEIND,35500.0,1.0,0.0,0.0,0.0,0.0,0.0
PAGEIND,36000.0,2.0,0.0,0.0,0.0,0.0,0.0
PAGEIND,37000.0,1.0,1.0,0.0,0.0,0.0,0.0
PAGEIND,38000.0,0.0,1.0,0.0,0.0,0.0,0.0
PAGEIND,40000.0,2.0,0.0,0.0,1.0,0.0,0.0
PATANJALI,0.0,0.0,0.0,0.0,0.0,15.0,0.0
PATANJALI,300.0,0.0,0.0,0.0,1.0,0.0,0.0
PATANJALI,330.0,0.0,0.0,0.0,1.0,0.0,0.0
PATANJALI,345.0,2.0,1.0,0.0,0.0,0.0,0.0
PATANJALI,350.0,2.0,0.0,0.0,1.0,0.0,0.0
PATANJALI,360.0,3.0,0.0,0.0,0.0,0.0,0.0
PAYTM,0.0,0.0,0.0,0.0,0.0,12.0,1.0
PAYTM,1440.0,0.0,1.0,0.0,0.0,0.0,0.0
PAYTM,1500.0,0.0,0.0,2.0,0.0,0.0,0.0
PAYTM,1540.0,0.0,0.0,0.0,1.0,0.0,0.0
PAYTM,1560.0,0.0,1.0,0.0,0.0,0.0,0.0
PAYTM,1580.0,0.0,1.0,0.0,1.0,0.0,0.0
PAYTM,1600.0,1.0,1.0,2.0,2.0,0.0,0.0
PAYTM,1640.0,0.0,1.0,1.0,0.0,0.0,0.0
PAYTM,1660.0,1.0,1.0,0.0,0.0,0.0,0.0
PAYTM,1680.0,1.0,0.0,1.0,0.0,0.0,0.0
PAYTM,1700.0,2.0,0.0,1.0,0.0,0.0,0.0
PAYTM,1720.0,9.0,0.0,1.0,0.0,0.0,0.0
PAYTM,1740.0,3.0,1.0,0.0,0.0,0.0,0.0
PAYTM,1760.0,0.0,1.0,0.0,0.0,0.0,0.0
PAYTM,1800.0,1.0,1.0,0.0,0.0,0.0,0.0
PAYTM,1820.0,1.0,1.0,0.0,0.0,0.0,0.0
PAYTM,1900.0,1.0,1.0,0.0,0.0,0.0,0.0
PERSISTENT,0.0,0.0,0.0,0.0,0.0,21.0,0.0
PERSISTENT,4800.0,0.0,0.0,0.0,1.0,0.0,0.0
PERSISTENT,5000.0,0.0,0.0,1.0,0.0,0.0,0.0
PERSISTENT,5200.0,0.0,1.0,0.0,0.0,0.0,0.0
PERSISTENT,5400.0,0.0,0.0,0.0,1.0,0.0,0.0
PERSISTENT,5500.0,0.0,1.0,2.0,0.0,0.0,0.0
PERSISTENT,5600.0,3.0,3.0,0.0,2.0,0.0,0.0
PERSISTENT,5700.0,17.0,1.0,0.0,1.0,0.0,0.0
PERSISTENT,5800.0,3.0,10.0,0.0,2.0,0.0,0.0
PERSISTENT,5900.0,3.0,0.0,0.0,0.0,0.0,0.0
PERSISTENT,6000.0,5.0,1.0,0.0,0.0,0.0,0.0
PERSISTENT,6100.0,1.0,0.0,0.0,0.0,0.0,0.0
PERSISTENT,6400.0,0.0,1.0,0.0,0.0,0.0,0.0
PETRONET,0.0,0.0,0.0,0.0,0.0,2.0,0.0
PETRONET,270.0,0.0,1.0,0.0,0.0,0.0,0.0
PETRONET,280.0,0.0,1.0,1.0,0.0,0.0,0.0
PETRONET,290.0,0.0,0.0,0.0,2.0,0.0,0.0
PETRONET,300.0,1.0,1.0,0.0,0.0,0.0,0.0
PETRONET,310.0,1.0,0.0,0.0,0.0,0.0,0.0
PETRONET,315.0,1.0,0.0,0.0,0.0,0.0,0.0
PETRONET,320.0,1.0,0.0,0.0,0.0,0.0,0.0
PFC,0.0,0.0,0.0,0.0,0.0,67.0,0.0
PFC,320.0,0.0,0.0,0.0,1.0,0.0,0.0
PFC,330.0,0.0,0.0,0.0,1.0,0.0,0.0
PFC,335.0,0.0,0.0,1.0,0.0,0.0,0.0
PFC,340.0,0.0,0.0,2.0,1.0,0.0,0.0
PFC,345.0,0.0,0.0,1.0,0.0,0.0,0.0
PFC,350.0,5.0,2.0,0.0,0.0,0.0,0.0
PFC,355.0,0.0,0.0,1.0,1.0,0.0,0.0
PFC,360.0,4.0,0.0,0.0,2.0,0.0,0.0
PFC,365.0,2.0,0.0,1.0,2.0,0.0,0.0
PFC,370.0,3.0,1.0,1.0,3.0,0.0,0.0
PFC,375.0,1.0,0.0,0.0,0.0,0.0,0.0
PFC,380.0,1.0,3.0,0.0,2.0,0.0,0.0
PFC,385.0,3.0,1.0,0.0,0.0,0.0,0.0
PFC,390.0,1.0,1.0,0.0,0.0,0.0,0.0
PFC,395.0,0.0,0.0,0.0,1.0,0.0,0.0
PFC,400.0,0.0,0.0,0.0,5.0,0.0,0.0
PFC,450.0,0.0,0.0,0.0,2.0,0.0,0.0
PGEL,0.0,0.0,0.0,0.0,0.0,15.0,2.0
PGEL,480.0,0.0,0.0,0.0,1.0,0.0,0.0
PGEL,500.0,0.0,0.0,1.0,0.0,0.0,0.0
PGEL,550.0,0.0,1.0,1.0,0.0,0.0,0.0
PGEL,570.0,1.0,0.0,0.0,0.0,0.0,0.0
PGEL,580.0,0.0,0.0,0.0,2.0,0.0,0.0
PGEL,590.0,1.0,0.0,0.0,0.0,0.0,0.0
PGEL,600.0,1.0,0.0,0.0,0.0,0.0,0.0
PGEL,610.0,0.0,1.0,0.0,0.0,0.0,0.0
PGEL,650.0,1.0,1.0,0.0,0.0,0.0,0.0
PHOENIXLTD,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PHOENIXLTD,2000.0,0.0,1.0,0.0,0.0,0.0,0.0
PHOENIXLTD,2040.0,0.0,0.0,0.0,1.0,0.0,0.0
PIDILITIND,0.0,0.0,0.0,0.0,0.0,4.0,0.0
PIDILITIND,1640.0,0.0,1.0,0.0,0.0,0.0,0.0
PIDILITIND,1660.0,1.0,3.0,0.0,1.0,0.0,0.0
PIDILITIND,1680.0,1.0,0.0,0.0,0.0,0.0,0.0
PIDILITIND,1700.0,0.0,0.0,0.0,1.0,0.0,0.0
PIIND,0.0,0.0,0.0,0.0,0.0,16.0,0.0
PIIND,2200.0,0.0,0.0,0.0,1.0,0.0,0.0
PIIND,2400.0,0.0,1.0,1.0,21.0,0.0,0.0
PIIND,2500.0,3.0,0.0,0.0,0.0,0.0,0.0
PIIND,2600.0,2.0,0.0,0.0,0.0,0.0,0.0
PNB,0.0,0.0,0.0,0.0,0.0,34.0,2.0
PNB,105.0,0.0,0.0,1.0,0.0,0.0,0.0
PNB,110.0,0.0,0.0,1.0,0.0,0.0,0.0
PNB,112.0,0.0,0.0,0.0,1.0,0.0,0.0
PNB,114.0,0.0,0.0,1.0,0.0,0.0,0.0
PNB,115.0,1.0,0.0,1.0,1.0,0.0,0.0
PNB,117.0,2.0,1.0,0.0,0.0,0.0,0.0
PNB,118.0,4.0,0.0,0.0,1.0,0.0,0.0
PNB,119.0,2.0,0.0,0.0,0.0,0.0,0.0
PNB,120.0,14.0,2.0,0.0,1.0,0.0,0.0
PNB,122.0,0.0,2.0,0.0,0.0,0.0,0.0
PNB,125.0,2.0,4.0,0.0,0.0,0.0,0.0
PNB,127.0,0.0,1.0,0.0,0.0,0.0,0.0
PNB,128.0,0.0,1.0,0.0,0.0,0.0,0.0
PNB,130.0,1.0,4.0,0.0,0.0,0.0,0.0
PNB,134.0,0.0,2.0,0.0,0.0,0.0,0.0
PNBHOUSING,0.0,0.0,0.0,0.0,0.0,4.0,3.0
PNBHOUSING,1100.0,0.0,0.0,0.0,1.0,0.0,0.0
PNBHOUSING,1120.0,1.0,0.0,0.0,0.0,0.0,0.0
PNBHOUSING,1180.0,1.0,0.0,0.0,0.0,0.0,0.0
PNBHOUSING,1200.0,3.0,0.0,0.0,1.0,0.0,0.0
POLICYBZR,0.0,0.0,0.0,0.0,0.0,3.0,3.0
POLICYBZR,1700.0,0.0,0.0,0.0,1.0,0.0,0.0
POLICYBZR,1720.0,0.0,0.0,0.0,1.0,0.0,0.0
POLICYBZR,1800.0,1.0,0.0,0.0,0.0,0.0,0.0
POLICYBZR,1880.0,1.0,0.0,0.0,0.0,0.0,0.0
POLICYBZR,1900.0,1.0,0.0,0.0,0.0,0.0,0.0
POLYCAB,0.0,0.0,0.0,0.0,0.0,24.0,2.0
POLYCAB,7500.0,0.0,0.0,1.0,0.0,0.0,0.0
POLYCAB,8000.0,0.0,0.0,1.0,2.0,0.0,0.0
POLYCAB,8200.0,0.0,0.0,0.0,1.0,0.0,0.0
POLYCAB,8300.0,1.0,0.0,3.0,0.0,0.0,0.0
POLYCAB,8400.0,0.0,1.0,0.0,0.0,0.0,0.0
POLYCAB,8500.0,1.0,2.0,0.0,1.0,0.0,0.0
POLYCAB,8600.0,1.0,2.0,0.0,0.0,0.0,0.0
POLYCAB,8700.0,2.0,1.0,0.0,0.0,0.0,0.0
POLYCAB,8800.0,1.0,0.0,0.0,0.0,0.0,0.0
POLYCAB,8900.0,2.0,0.0,0.0,5.0,0.0,0.0
POLYCAB,9000.0,3.0,0.0,0.0,0.0,0.0,0.0
POLYCAB,9100.0,2.0,1.0,0.0,1.0,0.0,0.0
POLYCAB,9200.0,2.0,0.0,0.0,0.0,0.0,0.0
POLYCAB,9300.0,1.0,0.0,0.0,0.0,0.0,0.0
POLYCAB,9500.0,0.0,0.0,0.0,1.0,0.0,0.0
POLYCAB,9600.0,0.0,0.0,0.0,1.0,0.0,0.0
POWERGRID,0.0,0.0,0.0,0.0,0.0,20.0,1.0
POWERGRID,250.0,0.0,0.0,2.0,0.0,0.0,0.0
POWERGRID,255.0,0.0,1.0,1.0,0.0,0.0,0.0
POWERGRID,260.0,1.0,1.0,1.0,0.0,0.0,0.0
POWERGRID,265.0,1.0,1.0,0.0,2.0,0.0,0.0
POWERGRID,267.5,1.0,0.0,0.0,0.0,0.0,0.0
POWERGRID,270.0,3.0,2.0,0.0,3.0,0.0,0.0
POWERGRID,272.5,1.0,0.0,0.0,0.0,0.0,0.0
POWERGRID,275.0,1.0,0.0,0.0,1.0,0.0,0.0
POWERGRID,280.0,4.0,1.0,0.0,0.0,0.0,0.0
POWERGRID,285.0,1.0,0.0,0.0,0.0,0.0,0.0
POWERGRID,290.0,1.0,0.0,0.0,2.0,0.0,0.0
POWERGRID,300.0,0.0,0.0,0.0,3.0,0.0,0.0
POWERGRID,310.0,0.0,0.0,0.0,1.0,0.0,0.0
POWERINDIA,0.0,0.0,0.0,0.0,0.0,12.0,4.0
POWERINDIA,32000.0,2.0,0.0,0.0,0.0,0.0,0.0
POWERINDIA,33000.0,6.0,0.0,0.0,0.0,0.0,0.0
POWERINDIA,34000.0,4.0,0.0,0.0,0.0,0.0,0.0
POWERINDIA,34500.0,2.0,0.0,0.0,0.0,0.0,0.0
POWERINDIA,35000.0,3.0,1.0,0.0,0.0,0.0,0.0
POWERINDIA,36000.0,2.0,1.0,0.0,0.0,0.0,0.0
POWERINDIA,37000.0,0.0,0.0,0.0,1.0,0.0,0.0
POWERINDIA,39000.0,0.0,3.0,0.0,0.0,0.0,0.0
POWERINDIA,40000.0,1.0,1.0,0.0,0.0,0.0,0.0
PREMIERENE,0.0,0.0,0.0,0.0,0.0,7.0,0.0
PREMIERENE,840.0,0.0,0.0,0.0,1.0,0.0,0.0
PREMIERENE,1000.0,0.0,0.0,0.0,1.0,0.0,0.0
PREMIERENE,1020.0,2.0,0.0,0.0,0.0,0.0,0.0
PREMIERENE,1060.0,2.0,0.0,0.0,0.0,0.0,0.0
PREMIERENE,1080.0,0.0,1.0,0.0,0.0,0.0,0.0
PREMIERENE,1120.0,2.0,0.0,0.0,0.0,0.0,0.0
PRESTIGE,0.0,0.0,0.0,0.0,0.0,6.0,1.0
PRESTIGE,1400.0,0.0,1.0,0.0,0.0,0.0,0.0
PRESTIGE,1440.0,0.0,0.0,0.0,1.0,0.0,0.0
PRESTIGE,1500.0,0.0,0.0,0.0,1.0,0.0,0.0
PRESTIGE,1540.0,0.0,0.0,0.0,1.0,0.0,0.0
PRESTIGE,1600.0,0.0,0.0,0.0,1.0,0.0,0.0
PRESTIGE,1640.0,1.0,1.0,0.0,0.0,0.0,0.0
PRESTIGE,1660.0,1.0,0.0,0.0,0.0,0.0,0.0
PRESTIGE,1700.0,0.0,1.0,0.0,1.0,0.0,0.0
RADICO,0.0,0.0,0.0,0.0,0.0,4.0,2.0
RADICO,4500.0,0.0,1.0,0.0,0.0,0.0,0.0
