symbol,strike,co_b,co_s,po_b,po_s,fut_b,fut_s
GRASIM,3100.0,0.0,0.0,1.0,0.0,0.0,0.0
GRASIM,3200.0,0.0,0.0,0.0,1.0,0.0,0.0
GRASIM,3240.0,0.0,0.0,0.0,1.0,0.0,0.0
GRASIM,3300.0,2.0,1.0,0.0,0.0,0.0,0.0
GRASIM,3320.0,0.0,1.0,0.0,0.0,0.0,0.0
GRASIM,3340.0,1.0,0.0,0.0,0.0,0.0,0.0
GRASIM,3380.0,1.0,0.0,0.0,0.0,0.0,0.0
GRASIM,3400.0,1.0,1.0,0.0,0.0,0.0,0.0
GRASIM,3500.0,0.0,1.0,0.0,0.0,0.0,0.0
GVT&D,0.0,0.0,0.0,0.0,0.0,15.0,2.0
GVT&D,4000.0,0.0,0.0,1.0,0.0,0.0,0.0
GVT&D,4200.0,1.0,0.0,0.0,0.0,0.0,0.0
GVT&D,4300.0,1.0,0.0,0.0,0.0,0.0,0.0
GVT&D,4400.0,4.0,0.0,0.0,0.0,0.0,0.0
GVT&D,4500.0,0.0,2.0,0.0,0.0,0.0,0.0
GVT&D,4700.0,0.0,2.0,0.0,0.0,0.0,0.0
GVT&D,4800.0,3.0,1.0,0.0,0.0,0.0,0.0
GVT&D,5000.0,0.0,3.0,0.0,1.0,0.0,0.0
HAL,0.0,0.0,0.0,0.0,0.0,46.0,3.0
HAL,4300.0,0.0,0.0,0.0,2.0,0.0,0.0
HAL,4500.0,0.0,0.0,0.0,2.0,0.0,0.0
HAL,4700.0,0.0,1.0,0.0,1.0,0.0,0.0
HAL,4800.0,1.0,0.0,2.0,0.0,0.0,0.0
HAL,4850.0,0.0,3.0,1.0,0.0,0.0,0.0
HAL,4900.0,4.0,0.0,0.0,3.0,0.0,0.0
HAL,4950.0,2.0,0.0,0.0,0.0,0.0,0.0
HAL,5000.0,9.0,2.0,0.0,1.0,0.0,0.0
HAL,5050.0,1.0,1.0,0.0,0.0,0.0,0.0
HAL,5100.0,3.0,1.0,0.0,0.0,0.0,0.0
HAL,5150.0,0.0,1.0,0.0,0.0,0.0,0.0
HAL,5200.0,2.0,9.0,0.0,0.0,0.0,0.0
HAL,5300.0,0.0,3.0,0.0,0.0,0.0,0.0
HAL,5400.0,3.0,0.0,0.0,0.0,0.0,0.0
HAL,5500.0,3.0,1.0,0.0,0.0,0.0,0.0
HAVELLS,0.0,0.0,0.0,0.0,0.0,23.0,0.0
HAVELLS,1080.0,0.0,0.0,0.0,1.0,0.0,0.0
HAVELLS,1100.0,1.0,0.0,0.0,0.0,0.0,0.0
HAVELLS,1120.0,0.0,0.0,1.0,0.0,0.0,0.0
HAVELLS,1160.0,1.0,1.0,0.0,0.0,0.0,0.0
HAVELLS,1180.0,1.0,0.0,0.0,0.0,0.0,0.0
HAVELLS,1200.0,3.0,4.0,0.0,0.0,0.0,0.0
HAVELLS,1260.0,1.0,0.0,0.0,1.0,0.0,0.0
HAVELLS,1280.0,0.0,1.0,0.0,1.0,0.0,0.0
HAVELLS,1300.0,1.0,2.0,0.0,0.0,0.0,0.0
HAVELLS,1320.0,0.0,1.0,0.0,0.0,0.0,0.0
HAVELLS,1360.0,0.0,3.0,0.0,0.0,0.0,0.0
HAVELLS,1400.0,1.0,0.0,0.0,1.0,0.0,0.0
HCLTECH,0.0,0.0,0.0,0.0,0.0,35.0,1.0
HCLTECH,1100.0,0.0,0.0,1.0,0.0,0.0,0.0
HCLTECH,1200.0,0.0,0.0,0.0,1.0,0.0,0.0
HCLTECH,1250.0,0.0,0.0,1.0,0.0,0.0,0.0
HCLTECH,1300.0,4.0,2.0,1.0,1.0,0.0,0.0
HCLTECH,1320.0,1.0,9.0,0.0,1.0,0.0,0.0
HCLTECH,1340.0,3.0,0.0,0.0,1.0,0.0,0.0
HCLTECH,1350.0,1.0,0.0,0.0,0.0,0.0,0.0
HCLTECH,1370.0,0.0,1.0,0.0,0.0,0.0,0.0
HCLTECH,1380.0,1.0,0.0,0.0,0.0,0.0,0.0
HCLTECH,1400.0,0.0,1.0,0.0,0.0,0.0,0.0
HCLTECH,1420.0,0.0,1.0,0.0,0.0,0.0,0.0
HCLTECH,1450.0,3.0,0.0,0.0,0.0,0.0,0.0
HCLTECH,1470.0,1.0,0.0,0.0,0.0,0.0,0.0
HDFCAMC,0.0,0.0,0.0,0.0,0.0,23.0,0.0
HDFCAMC,2400.0,0.0,0.0,1.0,0.0,0.0,0.0
HDFCAMC,2450.0,0.0,0.0,1.0,3.0,0.0,0.0
HDFCAMC,2500.0,1.0,2.0,0.0,0.0,0.0,0.0
HDFCAMC,2600.0,2.0,2.0,0.0,1.0,0.0,0.0
HDFCAMC,2650.0,5.0,1.0,0.0,2.0,0.0,0.0
HDFCAMC,2700.0,1.0,1.0,0.0,1.0,0.0,0.0
HDFCAMC,2750.0,0.0,1.0,0.0,0.0,0.0,0.0
HDFCAMC,2800.0,1.0,1.0,0.0,0.0,0.0,0.0
HDFCBANK,0.0,0.0,0.0,0.0,0.0,313.0,1.0
HDFCBANK,600.0,0.0,0.0,3.0,0.0,0.0,0.0
HDFCBANK,620.0,0.0,0.0,1.0,0.0,0.0,0.0
HDFCBANK,650.0,0.0,0.0,2.0,3.0,0.0,0.0
HDFCBANK,660.0,0.0,0.0,0.0,2.0,0.0,0.0
HDFCBANK,670.0,0.0,0.0,0.0,3.0,0.0,0.0
HDFCBANK,680.0,1.0,0.0,5.0,2.0,0.0,0.0
HDFCBANK,690.0,0.0,0.0,3.0,9.0,0.0,0.0
HDFCBANK,700.0,8.0,0.0,4.0,10.0,0.0,0.0
HDFCBANK,710.0,9.0,1.0,2.0,7.0,0.0,0.0
HDFCBANK,720.0,21.0,3.0,2.0,11.0,0.0,0.0
HDFCBANK,730.0,20.0,7.0,1.0,12.0,0.0,0.0
HDFCBANK,740.0,18.0,3.0,1.0,4.0,0.0,0.0
HDFCBANK,750.0,21.0,6.0,0.0,9.0,0.0,0.0
HDFCBANK,760.0,14.0,3.0,0.0,2.0,0.0,0.0
HDFCBANK,770.0,3.0,4.0,0.0,1.0,0.0,0.0
HDFCBANK,780.0,5.0,7.0,0.0,0.0,0.0,0.0
HDFCBANK,790.0,1.0,5.0,0.0,2.0,0.0,0.0
HDFCBANK,800.0,10.0,4.0,0.0,5.0,0.0,0.0
HDFCBANK,810.0,0.0,2.0,0.0,1.0,0.0,0.0
HDFCBANK,820.0,0.0,3.0,0.0,0.0,0.0,0.0
HDFCBANK,880.0,0.0,0.0,0.0,1.0,0.0,0.0
HDFCBANK,900.0,0.0,0.0,0.0,19.0,0.0,0.0
HDFCLIFE,0.0,0.0,0.0,0.0,0.0,39.0,0.0
HDFCLIFE,520.0,0.0,0.0,0.0,1.0,0.0,0.0
HDFCLIFE,530.0,0.0,0.0,1.0,1.0,0.0,0.0
HDFCLIFE,535.0,0.0,0.0,0.0,1.0,0.0,0.0
HDFCLIFE,540.0,1.0,0.0,0.0,1.0,0.0,0.0
HDFCLIFE,545.0,0.0,0.0,0.0,1.0,0.0,0.0
HDFCLIFE,550.0,5.0,4.0,0.0,1.0,0.0,0.0
HDFCLIFE,555.0,0.0,0.0,0.0,1.0,0.0,0.0
HDFCLIFE,560.0,3.0,1.0,0.0,1.0,0.0,0.0
HDFCLIFE,570.0,1.0,1.0,0.0,1.0,0.0,0.0
HDFCLIFE,580.0,1.0,1.0,0.0,2.0,0.0,0.0
HDFCLIFE,600.0,0.0,0.0,0.0,1.0,0.0,0.0
HDFCLIFE,620.0,0.0,0.0,0.0,2.0,0.0,0.0
HDFCLIFE,630.0,0.0,0.0,0.0,1.0,0.0,0.0
HEROMOTOCO,0.0,0.0,0.0,0.0,0.0,18.0,2.0
HEROMOTOCO,4600.0,0.0,0.0,0.0,1.0,0.0,0.0
HEROMOTOCO,5200.0,0.0,0.0,0.0,2.0,0.0,0.0
HEROMOTOCO,5300.0,0.0,0.0,3.0,1.0,0.0,0.0
HEROMOTOCO,5400.0,1.0,0.0,0.0,0.0,0.0,0.0
HEROMOTOCO,5500.0,1.0,0.0,1.0,1.0,0.0,0.0
HEROMOTOCO,5600.0,2.0,0.0,0.0,2.0,0.0,0.0
HEROMOTOCO,5700.0,1.0,0.0,0.0,1.0,0.0,0.0
HEROMOTOCO,5800.0,3.0,0.0,0.0,0.0,0.0,0.0
HEROMOTOCO,6000.0,2.0,2.0,0.0,1.0,0.0,0.0
HEROMOTOCO,6200.0,1.0,0.0,0.0,0.0,0.0,0.0
HINDALCO,0.0,0.0,0.0,0.0,0.0,53.0,2.0
HINDALCO,900.0,0.0,1.0,0.0,0.0,0.0,0.0
HINDALCO,940.0,0.0,0.0,1.0,0.0,0.0,0.0
HINDALCO,960.0,0.0,0.0,1.0,0.0,0.0,0.0
HINDALCO,980.0,0.0,0.0,1.0,1.0,0.0,0.0
HINDALCO,1000.0,4.0,2.0,0.0,1.0,0.0,0.0
HINDALCO,1020.0,4.0,0.0,1.0,0.0,0.0,0.0
HINDALCO,1040.0,3.0,3.0,0.0,3.0,0.0,0.0
HINDALCO,1060.0,2.0,8.0,0.0,3.0,0.0,0.0
HINDALCO,1080.0,2.0,2.0,0.0,0.0,0.0,0.0
HINDALCO,1100.0,6.0,1.0,0.0,1.0,0.0,0.0
HINDALCO,1180.0,0.0,1.0,0.0,0.0,0.0,0.0
HINDALCO,1200.0,1.0,0.0,0.0,0.0,0.0,0.0
HINDPETRO,0.0,0.0,0.0,0.0,0.0,15.0,1.0
HINDPETRO,320.0,0.0,0.0,1.0,0.0,0.0,0.0
HINDPETRO,330.0,0.0,0.0,2.0,1.0,0.0,0.0
HINDPETRO,340.0,0.0,0.0,1.0,0.0,0.0,0.0
HINDPETRO,350.0,0.0,0.0,0.0,2.0,0.0,0.0
HINDPETRO,360.0,1.0,0.0,0.0,3.0,0.0,0.0
HINDPETRO,360.75,0.0,0.0,0.0,1.0,0.0,0.0
HINDPETRO,370.0,2.0,2.0,0.0,2.0,0.0,0.0
HINDPETRO,380.0,1.0,2.0,0.0,3.0,0.0,0.0
HINDPETRO,390.0,0.0,2.0,0.0,0.0,0.0,0.0
HINDPETRO,400.0,2.0,1.0,0.0,0.0,0.0,0.0
HINDPETRO,420.75,0.0,1.0,0.0,1.0,0.0,0.0
HINDUNILVR,0.0,0.0,0.0,0.0,0.0,57.0,1.0
HINDUNILVR,1900.0,1.0,0.0,1.0,0.0,0.0,0.0
HINDUNILVR,1960.0,0.0,0.0,1.0,0.0,0.0,0.0
HINDUNILVR,1980.0,2.0,0.0,0.0,0.0,0.0,0.0
HINDUNILVR,2000.0,4.0,0.0,0.0,1.0,0.0,0.0
HINDUNILVR,2020.0,1.0,0.0,1.0,0.0,0.0,0.0
HINDUNILVR,2040.0,3.0,1.0,0.0,1.0,0.0,0.0
HINDUNILVR,2060.0,2.0,0.0,0.0,1.0,0.0,0.0
HINDUNILVR,2080.0,1.0,0.0,0.0,2.0,0.0,0.0
HINDUNILVR,2100.0,4.0,1.0,0.0,1.0,0.0,0.0
HINDUNILVR,2120.0,0.0,0.0,0.0,1.0,0.0,0.0
HINDUNILVR,2160.0,0.0,0.0,0.0,1.0,0.0,0.0
HINDUNILVR,2180.0,1.0,0.0,0.0,0.0,0.0,0.0
HINDUNILVR,2200.0,5.0,1.0,0.0,1.0,0.0,0.0
HINDZINC,0.0,0.0,0.0,0.0,0.0,33.0,1.0
HINDZINC,520.0,0.0,0.0,0.0,1.0,0.0,0.0
HINDZINC,530.0,0.0,0.0,0.0,1.0,0.0,0.0
HINDZINC,550.0,0.0,0.0,3.0,1.0,0.0,0.0
HINDZINC,560.0,0.0,0.0,0.0,1.0,0.0,0.0
HINDZINC,570.0,0.0,2.0,0.0,1.0,0.0,0.0
HINDZINC,580.0,0.0,1.0,1.0,0.0,0.0,0.0
HINDZINC,590.0,1.0,0.0,0.0,0.0,0.0,0.0
HINDZINC,600.0,3.0,3.0,1.0,2.0,0.0,0.0
HINDZINC,610.0,3.0,1.0,0.0,4.0,0.0,0.0
HINDZINC,620.0,12.0,2.0,0.0,2.0,0.0,0.0
HINDZINC,630.0,1.0,4.0,0.0,0.0,0.0,0.0
HINDZINC,640.0,1.0,1.0,0.0,0.0,0.0,0.0
HINDZINC,650.0,1.0,1.0,0.0,0.0,0.0,0.0
HINDZINC,660.0,1.0,1.0,0.0,0.0,0.0,0.0
HINDZINC,670.0,1.0,0.0,0.0,0.0,0.0,0.0
HINDZINC,680.0,1.0,1.0,0.0,0.0,0.0,0.0
HINDZINC,690.0,1.0,0.0,0.0,0.0,0.0,0.0
HINDZINC,700.0,1.0,2.0,0.0,0.0,0.0,0.0
HYUNDAI,0.0,0.0,0.0,0.0,0.0,4.0,2.0
HYUNDAI,1900.0,0.0,1.0,0.0,0.0,0.0,0.0
HYUNDAI,2200.0,1.0,0.0,0.0,1.0,0.0,0.0
HYUNDAI,2260.0,0.0,1.0,0.0,0.0,0.0,0.0
HYUNDAI,2280.0,1.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,2300.0,3.0,0.0,0.0,0.0,0.0,0.0
HYUNDAI,2400.0,1.0,0.0,0.0,0.0,0.0,0.0
ICICIBANK,0.0,0.0,0.0,0.0,0.0,22.0,3.0
ICICIBANK,1300.0,0.0,0.0,0.0,1.0,0.0,0.0
ICICIBANK,1320.0,0.0,1.0,0.0,1.0,0.0,0.0
ICICIBANK,1340.0,0.0,0.0,0.0,1.0,0.0,0.0
ICICIBANK,1370.0,0.0,1.0,0.0,1.0,0.0,0.0
ICICIBANK,1380.0,0.0,0.0,1.0,2.0,0.0,0.0
ICICIBANK,1390.0,0.0,1.0,0.0,1.0,0.0,0.0
ICICIBANK,1400.0,0.0,2.0,0.0,6.0,0.0,0.0
ICICIBANK,1410.0,0.0,1.0,0.0,0.0,0.0,0.0
ICICIBANK,1420.0,1.0,1.0,0.0,1.0,0.0,0.0
ICICIBANK,1430.0,1.0,8.0,0.0,0.0,0.0,0.0
ICICIBANK,1440.0,5.0,9.0,0.0,2.0,0.0,0.0
ICICIBANK,1450.0,5.0,9.0,0.0,1.0,0.0,0.0
ICICIBANK,1460.0,1.0,2.0,0.0,1.0,0.0,0.0
ICICIBANK,1470.0,0.0,4.0,0.0,0.0,0.0,0.0
ICICIBANK,1490.0,1.0,0.0,0.0,0.0,0.0,0.0
ICICIBANK,1500.0,3.0,1.0,0.0,0.0,0.0,0.0
ICICIBANK,1510.0,0.0,1.0,0.0,0.0,0.0,0.0
ICICIBANK,1520.0,0.0,2.0,0.0,0.0,0.0,0.0
ICICIBANK,1530.0,0.0,1.0,0.0,0.0,0.0,0.0
ICICIBANK,1540.0,0.0,1.0,0.0,0.0,0.0,0.0
ICICIBANK,1550.0,1.0,3.0,0.0,0.0,0.0,0.0
ICICIGI,0.0,0.0,0.0,0.0,0.0,14.0,0.0
ICICIGI,1540.0,0.0,1.0,0.0,0.0,0.0,0.0
ICICIGI,1560.0,1.0,0.0,0.0,1.0,0.0,0.0
ICICIGI,1600.0,0.0,1.0,0.0,0.0,0.0,0.0
ICICIGI,1700.0,0.0,0.0,0.0,2.0,0.0,0.0
ICICIPRULI,0.0,0.0,0.0,0.0,0.0,22.0,0.0
ICICIPRULI,450.0,0.0,0.0,0.0,1.0,0.0,0.0
ICICIPRULI,480.0,0.0,0.0,0.0,1.0,0.0,0.0
ICICIPRULI,490.0,0.0,1.0,0.0,0.0,0.0,0.0
ICICIPRULI,500.0,0.0,0.0,0.0,1.0,0.0,0.0
ICICIPRULI,510.0,3.0,1.0,0.0,0.0,0.0,0.0
ICICIPRULI,515.0,1.0,0.0,0.0,0.0,0.0,0.0
ICICIPRULI,520.0,0.0,2.0,0.0,2.0,0.0,0.0
ICICIPRULI,525.0,1.0,0.0,0.0,0.0,0.0,0.0
ICICIPRULI,530.0,1.0,0.0,0.0,0.0,0.0,0.0
IDEA,0.0,0.0,0.0,0.0,0.0,56.0,3.0
IDEA,10.0,0.0,1.0,0.0,0.0,0.0,0.0
IDEA,11.0,0.0,0.0,0.0,4.0,0.0,0.0
IDEA,12.0,1.0,0.0,0.0,0.0,0.0,0.0
IDEA,13.0,1.0,0.0,0.0,3.0,0.0,0.0
IDEA,14.0,0.0,4.0,5.0,5.0,0.0,0.0
IDEA,15.0,5.0,5.0,2.0,5.0,0.0,0.0
IDEA,16.0,7.0,8.0,0.0,2.0,0.0,0.0
IDEA,17.0,4.0,5.0,0.0,0.0,0.0,0.0
IDEA,18.0,2.0,13.0,0.0,0.0,0.0,0.0
IDEA,20.0,1.0,0.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,0.0,0.0,0.0,0.0,0.0,14.0,6.0
IDFCFIRSTB,78.0,0.0,2.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,80.0,0.0,1.0,0.0,1.0,0.0,0.0
IDFCFIRSTB,82.0,0.0,1.0,0.0,2.0,0.0,0.0
IDFCFIRSTB,83.0,0.0,0.0,0.0,2.0,0.0,0.0
IDFCFIRSTB,84.0,1.0,0.0,0.0,2.0,0.0,0.0
IDFCFIRSTB,85.0,0.0,1.0,1.0,1.0,0.0,0.0
IDFCFIRSTB,86.0,0.0,0.0,1.0,0.0,0.0,0.0
IDFCFIRSTB,87.0,1.0,0.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,88.0,0.0,3.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,89.0,0.0,1.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,90.0,5.0,6.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,92.0,0.0,1.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,95.0,2.0,1.0,0.0,1.0,0.0,0.0
IDFCFIRSTB,96.0,0.0,1.0,0.0,0.0,0.0,0.0
IDFCFIRSTB,98.0,0.0,1.0,0.0,0.0,0.0,0.0
IEX,0.0,0.0,0.0,0.0,0.0,23.0,1.0
IEX,105.0,0.0,0.0,1.0,0.0,0.0,0.0
IEX,110.0,0.0,0.0,1.0,0.0,0.0,0.0
IEX,120.0,1.0,2.0,0.0,2.0,0.0,0.0
IEX,122.5,1.0,0.0,0.0,0.0,0.0,0.0
IEX,125.0,2.0,0.0,0.0,1.0,0.0,0.0
IEX,130.0,1.0,0.0,0.0,0.0,0.0,0.0
IEX,135.0,0.0,1.0,0.0,0.0,0.0,0.0
IEX,140.0,2.0,1.0,0.0,0.0,0.0,0.0
INDHOTEL,0.0,0.0,0.0,0.0,0.0,11.0,2.0
INDHOTEL,670.0,0.0,1.0,0.0,0.0,0.0,0.0
INDHOTEL,680.0,0.0,0.0,0.0,1.0,0.0,0.0
INDHOTEL,700.0,0.0,0.0,0.0,1.0,0.0,0.0
INDHOTEL,710.0,0.0,0.0,1.0,0.0,0.0,0.0
INDHOTEL,720.0,0.0,1.0,0.0,0.0,0.0,0.0
INDHOTEL,730.0,0.0,2.0,1.0,1.0,0.0,0.0
INDHOTEL,740.0,2.0,0.0,0.0,1.0,0.0,0.0
INDHOTEL,750.0,4.0,2.0,0.0,1.0,0.0,0.0
INDHOTEL,770.0,0.0,1.0,0.0,0.0,0.0,0.0
INDHOTEL,800.0,2.0,0.0,0.0,0.0,0.0,0.0
INDIANB,0.0,0.0,0.0,0.0,0.0,8.0,0.0
INDIANB,850.0,0.0,1.0,0.0,0.0,0.0,0.0
INDIANB,880.0,1.0,0.0,0.0,1.0,0.0,0.0
INDIANB,890.0,1.0,0.0,0.0,0.0,0.0,0.0
INDIANB,900.0,3.0,0.0,0.0,2.0,0.0,0.0
INDIANB,910.0,1.0,0.0,0.0,0.0,0.0,0.0
INDIANB,930.0,1.0,0.0,0.0,0.0,0.0,0.0
INDIANB,960.0,1.0,0.0,0.0,0.0,0.0,0.0
INDIANB,980.0,1.0,0.0,0.0,0.0,0.0,0.0
INDIGO,0.0,0.0,0.0,0.0,0.0,23.0,1.0
INDIGO,4400.0,0.0,1.0,0.0,0.0,0.0,0.0
INDIGO,4800.0,0.0,0.0,0.0,1.0,0.0,0.0
INDIGO,5000.0,1.0,2.0,0.0,1.0,0.0,0.0
INDIGO,5100.0,1.0,0.0,0.0,1.0,0.0,0.0
INDIGO,5200.0,4.0,1.0,0.0,3.0,0.0,0.0
INDIGO,5300.0,2.0,1.0,0.0,1.0,0.0,0.0
INDIGO,5400.0,1.0,1.0,0.0,0.0,0.0,0.0
INDIGO,5500.0,1.0,2.0,0.0,0.0,0.0,0.0
INDIGO,5600.0,1.0,0.0,0.0,0.0,0.0,0.0
INDUSINDBK,0.0,0.0,0.0,0.0,0.0,24.0,0.0
INDUSINDBK,920.0,0.0,0.0,1.0,0.0,0.0,0.0
INDUSINDBK,970.0,0.0,0.0,3.0,0.0,0.0,0.0
INDUSINDBK,1010.0,0.0,1.0,1.0,0.0,0.0,0.0
INDUSINDBK,1020.0,1.0,1.0,0.0,0.0,0.0,0.0
INDUSINDBK,1050.0,1.0,0.0,0.0,0.0,0.0,0.0
INDUSINDBK,1090.0,0.0,1.0,0.0,0.0,0.0,0.0
INDUSINDBK,1100.0,1.0,4.0,0.0,0.0,0.0,0.0
INDUSTOWER,0.0,0.0,0.0,0.0,0.0,23.0,0.0
INDUSTOWER,340.0,0.0,0.0,1.0,0.0,0.0,0.0
INDUSTOWER,350.0,0.0,0.0,0.0,4.0,0.0,0.0
INDUSTOWER,360.0,0.0,0.0,0.0,1.0,0.0,0.0
INDUSTOWER,370.0,0.0,0.0,0.0,1.0,0.0,0.0
INDUSTOWER,380.0,5.0,0.0,0.0,0.0,0.0,0.0
INDUSTOWER,385.0,3.0,0.0,0.0,0.0,0.0,0.0
INDUSTOWER,390.0,3.0,1.0,0.0,0.0,0.0,0.0
INDUSTOWER,395.0,1.0,1.0,0.0,0.0,0.0,0.0
INDUSTOWER,400.0,0.0,3.0,0.0,1.0,0.0,0.0
INDUSTOWER,406.0,0.0,0.0,0.0,1.0,0.0,0.0
INDUSTOWER,416.0,0.0,1.0,0.0,0.0,0.0,0.0
INFY,0.0,0.0,0.0,0.0,0.0,96.0,2.0
INFY,920.0,0.0,0.0,0.0,1.0,0.0,0.0
INFY,960.0,0.0,0.0,0.0,2.0,0.0,0.0
INFY,1000.0,0.0,0.0,3.0,1.0,0.0,0.0
INFY,1020.0,0.0,0.0,1.0,0.0,0.0,0.0
INFY,1040.0,0.0,0.0,0.0,3.0,0.0,0.0
INFY,1060.0,0.0,0.0,1.0,4.0,0.0,0.0
INFY,1080.0,0.0,2.0,0.0,0.0,0.0,0.0
INFY,1100.0,2.0,1.0,4.0,2.0,0.0,0.0
INFY,1120.0,3.0,0.0,0.0,2.0,0.0,0.0
INFY,1140.0,9.0,12.0,0.0,3.0,0.0,0.0
INFY,1160.0,7.0,5.0,0.0,3.0,0.0,0.0
INFY,1180.0,4.0,2.0,0.0,0.0,0.0,0.0
INFY,1200.0,4.0,5.0,0.0,5.0,0.0,0.0
INFY,1220.0,1.0,2.0,0.0,1.0,0.0,0.0
INFY,1240.0,1.0,4.0,0.0,1.0,0.0,0.0
INFY,1260.0,0.0,2.0,0.0,0.0,0.0,0.0
INFY,1280.0,0.0,1.0,0.0,1.0,0.0,0.0
INFY,1300.0,1.0,2.0,0.0,1.0,0.0,0.0
INFY,1320.0,0.0,1.0,0.0,0.0,0.0,0.0
INFY,1360.0,0.0,1.0,0.0,2.0,0.0,0.0
INOXWIND,0.0,0.0,0.0,0.0,0.0,44.0,3.0
INOXWIND,65.0,1.0,0.0,0.0,1.0,0.0,0.0
INOXWIND,70.0,3.0,0.0,2.0,1.0,0.0,0.0
INOXWIND,75.0,3.0,1.0,0.0,0.0,0.0,0.0
INOXWIND,77.5,1.0,0.0,0.0,0.0,0.0,0.0
INOXWIND,80.0,2.0,2.0,0.0,0.0,0.0,0.0
INOXWIND,85.0,2.0,0.0,0.0,0.0,0.0,0.0
INOXWIND,90.0,3.0,0.0,0.0,0.0,0.0,0.0
IOC,0.0,0.0,0.0,0.0,0.0,22.0,1.0
IOC,125.0,0.0,0.0,1.0,0.0,0.0,0.0
IOC,130.0,0.0,0.0,1.0,0.0,0.0,0.0
IOC,135.0,0.0,0.0,0.0,3.0,0.0,0.0
IOC,140.0,3.0,1.0,1.0,6.0,0.0,0.0
IOC,142.5,0.0,1.0,0.0,0.0,0.0,0.0
IOC,145.0,0.0,0.0,0.0,1.0,0.0,0.0
IOC,150.0,1.0,2.0,0.0,0.0,0.0,0.0
IOC,160.0,0.0,1.0,0.0,0.0,0.0,0.0
IREDA,0.0,0.0,0.0,0.0,0.0,66.0,0.0
IREDA,100.0,0.0,0.0,3.0,1.0,0.0,0.0
IREDA,105.0,0.0,0.0,0.0,2.0,0.0,0.0
IREDA,107.5,1.0,0.0,0.0,1.0,0.0,0.0
IREDA,110.0,0.0,0.0,1.0,7.0,0.0,0.0
IREDA,115.0,2.0,1.0,0.0,1.0,0.0,0.0
IREDA,117.5,0.0,3.0,0.0,0.0,0.0,0.0
IREDA,120.0,4.0,7.0,0.0,2.0,0.0,0.0
IREDA,122.5,11.0,0.0,0.0,0.0,0.0,0.0
IREDA,125.0,4.0,0.0,0.0,1.0,0.0,0.0
IREDA,130.0,1.0,0.0,0.0,2.0,0.0,0.0
IREDA,145.0,0.0,0.0,0.0,1.0,0.0,0.0
IRFC,0.0,0.0,0.0,0.0,0.0,52.0,0.0
IRFC,80.0,0.0,0.0,1.0,2.0,0.0,0.0
IRFC,83.0,0.0,0.0,1.0,0.0,0.0,0.0
IRFC,84.0,1.0,0.0,0.0,0.0,0.0,0.0
IRFC,85.0,1.0,1.0,0.0,2.0,0.0,0.0
IRFC,86.0,1.0,0.0,0.0,0.0,0.0,0.0
IRFC,87.0,0.0,0.0,1.0,0.0,0.0,0.0
IRFC,88.0,2.0,1.0,0.0,0.0,0.0,0.0
IRFC,90.0,4.0,8.0,0.0,0.0,0.0,0.0
IRFC,95.0,0.0,1.0,0.0,0.0,0.0,0.0
IRFC,100.0,0.0,0.0,0.0,3.0,0.0,0.0
ITC,0.0,0.0,0.0,0.0,0.0,105.0,2.0
ITC,230.0,0.0,0.0,2.0,0.0,0.0,0.0
ITC,240.0,0.0,0.0,0.0,1.0,0.0,0.0
ITC,250.0,0.0,0.0,5.0,0.0,0.0,0.0
ITC,255.0,0.0,0.0,3.0,0.0,0.0,0.0
ITC,260.0,4.0,0.0,6.0,0.0,0.0,0.0
ITC,262.5,0.0,0.0,0.0,1.0,0.0,0.0
ITC,265.0,5.0,0.0,1.0,0.0,0.0,0.0
ITC,267.5,5.0,0.0,0.0,0.0,0.0,0.0
ITC,270.0,13.0,2.0,2.0,1.0,0.0,0.0
ITC,272.5,4.0,1.0,0.0,0.0,0.0,0.0
ITC,275.0,12.0,2.0,0.0,2.0,0.0,0.0
ITC,277.5,2.0,0.0,0.0,0.0,0.0,0.0
ITC,280.0,11.0,4.0,0.0,4.0,0.0,0.0
ITC,285.0,2.0,1.0,0.0,5.0,0.0,0.0
ITC,287.5,0.0,0.0,0.0,2.0,0.0,0.0
ITC,290.0,10.0,2.0,0.0,4.0,0.0,0.0
ITC,295.0,1.0,1.0,0.0,0.0,0.0,0.0
ITC,300.0,4.0,0.0,0.0,5.0,0.0,0.0
ITC,305.0,0.0,0.0,0.0,3.0,0.0,0.0
ITC,320.0,0.0,0.0,0.0,1.0,0.0,0.0
ITC,330.0,1.0,0.0,0.0,1.0,0.0,0.0
ITC,335.0,0.0,0.0,0.0,1.0,0.0,0.0
JINDALSTEL,0.0,0.0,0.0,0.0,0.0,18.0,4.0
JINDALSTEL,1120.0,0.0,0.0,0.0,1.0,0.0,0.0
JINDALSTEL,1140.0,0.0,0.0,0.0,2.0,0.0,0.0
JINDALSTEL,1160.0,1.0,0.0,0.0,0.0,0.0,0.0
JINDALSTEL,1220.0,0.0,1.0,0.0,0.0,0.0,0.0
